309158913	20040814	IRN	IRQ	073	7.4	10	1	10	2.12765957446809	http://www.aina.org/news/20140812015954.htm
309158917	20040814	PHL	EUR	070	7.0	4	1	4	7.50750750750751	http://www.interaksyon.com/business/93158/eu-provides-30-million-euro-grant-for-philippine-health-sector-reform
309158919	20040814	PHL	EUR	070	7.0	3	1	3	7.50750750750751	http://www.interaksyon.com/business/93158/eu-provides-30-million-euro-grant-for-philippine-health-sector-reform
309158921	20040814	PHL	PHL	070	7.0	3	1	3	7.50750750750751	http://www.interaksyon.com/business/93158/eu-provides-30-million-euro-grant-for-philippine-health-sector-reform
309158929	20040814	VNM	USA	070	7.0	2	1	2	2.15924426450742	http://www.ipsnews.net/author/gareth-porter/
309159112	20130812	AFR	USA	070	7.0	8	1	8	2.25947521865889	http://www.blackpressusa.com/2014/08/blacks-suffer-because-shortage-of-organ-donors/
309159307	20130812	CHE	CHE	020	3.0	4	1	4	1.97183098591549	http://uk.reuters.com/article/2014/08/12/uk-galenica-idUKKBN0GC1JH20140812?feedType=RSS&feedName=businessNews
309159308	20130812	CHE	CHE	020	3.0	10	1	10	1.9725869920856	http://www.reuters.com/article/2014/08/12/galenica-idUSL6N0QI1HT20140812?feedType=RSS&feedName=nonCyclicalConsumerGoodsSector
309159309	20130812	CHE	CHN	020	3.0	1	1	1	2.59619842373667	http://www.swissinfo.ch/eng/direct-democracy-expands-in-germany/40546158
309159310	20130812	CHE	CHN	020	3.0	1	1	1	2.59619842373667	http://www.swissinfo.ch/eng/direct-democracy-expands-in-germany/40546158
309159311	20130812	CHE	CHN	020	3.0	1	1	1	2.59619842373667	http://www.swissinfo.ch/eng/direct-democracy-expands-in-germany/40546158
309159312	20130812	CHE	CHN	020	3.0	1	1	1	2.59619842373667	http://www.swissinfo.ch/eng/direct-democracy-expands-in-germany/40546158
309159461	20130812	CUB	CUB	028	4.0	3	1	3	3.58056265984655	http://freerepublic.com/focus/f-religion/3191824/posts
309159572	20130812	EGY	EGY	020	3.0	2	1	2	1.31291028446389	http://www.chinatopix.com/articles/6445/20140812/egypt-carried-out-systematic-killings-2013-rabaa-massacre-%E2%80%93human-rights.htm
309159855	20130812	IND	IND	073	7.4	2	1	2	3.07971014492754	http://www.telegraphindia.com/1140813/jsp/frontpage/story_18715859.jsp
309160162	20130812	NZL	USA	071	7.4	10	2	10	2.35447340710499	http://www.news.com.au/national/tasmania/university-of-tasmania-doctor-gets-up-close-and-personal-with-pumas-as-part-of-research-into-disease-transmission-in-the-wild/story-fnn32rbc-1227021724079
309160218	20130812	PHL	PHL	020	3.0	1	1	1	3.15955766192733	http://www.sunstar.com.ph/manila/local-news/2014/08/12/poea-cancels-license-recruiter-overcharging-359281/RK=0
309160219	20130812	PHL	PHL	020	3.0	1	1	1	3.15955766192733	http://www.sunstar.com.ph/manila/local-news/2014/08/12/poea-cancels-license-recruiter-overcharging-359281/RK=0
309160303	20130812	SWE	SYR	0233	3.4	5	1	5	1.89274447949527	http://www.todayszaman.com/latest-news_swedish-minister-migration-from-syria-iraq-straining-public-finances_355270.html
309160585	20130812	USA	USA	020	3.0	44	5	44	1.58203960984256	http://www.torontosun.com/2014/08/12/in-tech-hiring-case-a-new-player-at-the-table
309160606	20130812	USA	SSD	070	7.0	5	1	5	4.05405405405405	http://www.ibtimes.com/south-sudan-famine-us-send-180m-food-aid-amid-civil-war-1656206
309160616	20130812	USA	USA	071	7.4	4	1	4	4.66926070038911	http://www.rubbernews.com/article/20140812/NEWS/140819993/president-obama-signs-stopgap-highway-funding-bill?CSAuthResp=1%3A573545756649894%3A5%3A7%3A24%3Aapproved%3AD20591359EEBC807C42E3E904808DADB
309160649	20130812	USA	USA	071	7.4	6	1	6	4.66926070038911	http://www.rubbernews.com/article/20140812/NEWS/140819993/president-obama-signs-stopgap-highway-funding-bill?CSAuthResp=1%3A573545756649894%3A5%3A7%3A24%3Aapproved%3AD20591359EEBC807C42E3E904808DADB
309160692	20130812	ZAF	AFR	070	7.0	2	1	2	3.2520325203252	http://www.sabc.co.za/news/a/b1b5a3804512df40955895a5ad025b24/Government-relocates-500-rhino
